证券代码↑,证券简称,"所属申万行业名称
[行业级别] 一级行业","董事会人数
[交易日期] 2010-12-31","独立董事人数
[交易日期] 2010-12-31","非独立董事人数
[交易日期] 2010-12-31","公司监事(历任)
[交易日期] 2010-12-31","高管人数
[交易日期] 2010-12-31","支付给职工以及为职工支付的现金
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","管理层年度薪酬总额
[年度] 2010
[单位] 万元","资产总计
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","员工总数
[交易日期] 2010-12-31","净现金流
[报告期] 2010第四季度
[单位] 元","资产负债率
[报告期] 2010年报
[单位] %","营业收入(同比增长率)
[报告期] 2010年报
[单位] %","公司属性
[交易日期] 2010-12-31","大股东持股比例
[日期] 2010-12-31
[排名] 第1名
[单位] %"
000538.SZ,云南白药,医药生物,11,4,7,"蔡琨,李双友,何映霞,张荣球,赵逸虹",10,"337,668,414.6700",713.7600,"7,633,056,302.8100",3828,,42.1651,40.4872,地方国有企业,41.5200
000539.SZ,粤电力A,公用事业,18,6,12,"陈楚阳,杨松才,林伟丰,李玉萍,邱健伊,向颖,梁江湧",7,"1,068,357,956.0000",461.6700,"34,596,318,255.0000",1894,,62.1799,3.3306,地方国有企业,48.9900
000540.SZ,中天金融,房地产,12,4,8,"罗建华,李定文,李筑惠",9,"150,169,355.6600",838.0500,"12,395,831,022.5600",1561,,84.8338,103.4919,民营企业,41.0000
000541.SZ,佛山照明,电子,8,3,5,"庄儒嘉,杨旭东,焦志刚,叶正鸿",8,"282,303,937.8500",455.6000,"3,128,547,460.4600",8547,,10.1122,14.5713,外资企业,13.4700
000543.SZ,皖能电力,公用事业,9,3,6,"俞民,史建伟,张长顺",7,"291,661,422.2400",201.8100,"12,701,442,423.2800",3784,,58.0940,13.7864,地方国有企业,54.5400
000544.SZ,中原环保,公用事业,9,3,6,"李军池,杨永飞,田鹏,王娟,王卫",5,"28,181,457.1900",105.2400,"997,023,346.3900",443,,41.0177,10.6035,公众企业,33.1800
000545.SZ,金浦钛业,化工,5,2,3,"陈伶俐,杨国华,陈志勇",5,"6,903,607.0400",26.8000,"223,561,073.8600",349,,117.3282,-0.5646,地方国有企业,19.1900
000546.SZ,金圆股份,建筑材料,6,3,3,"万慧中,范云涛,孙海泉",5,"7,068,805.5700",87.9300,"485,698,005.5100",96,,67.8717,-75.2395,地方国有企业,13.6500
000547.SZ,航天发展,国防军工,7,3,4,"曹阳,郑薇,刘尚捷,李宝丰,林琴",5,"59,481,718.0400",136.4600,"1,874,370,115.5800",944,,28.0524,16.4389,民营企业,19.9600
000548.SZ,湖南投资,交通运输,9,3,6,"吴立理,唐晓丹,邓利民",7,"33,841,980.4700",252.3700,"2,204,541,070.0400",215,,32.9299,50.4153,地方国有企业,30.3100
000550.SZ,江铃汽车,汽车,9,3,6,"柳青,许兰锋,金文辉,吴涌,朱毅",15,"647,505,920.0000",762.0000,"11,237,715,143.0000",9830,,44.4496,51.1319,中央国有企业,41.0300
000551.SZ,创元科技,机械设备,11,4,7,"徐亦,张秋华,陆炳英",6,"227,178,311.2600",486.7800,"2,982,358,569.2800",5043,,46.5396,30.5407,地方国有企业,33.7000
000552.SZ,靖远煤电,采掘,10,4,6,"李毅,高来德,杨先春,蒲培文,刘永翀",8,"389,520,416.1100",232.7600,"624,159,577.4800",3869,,30.3679,45.4032,地方国有企业,47.1100
000553.SZ,安道麦A,化工,10,4,6,"江成岗,刘军,张建国,周骋,吴海荣",7,"119,762,602.5500",253.4000,"2,014,857,636.0000",2518,,44.5368,-4.8672,中央国有企业,20.0200
000554.SZ,泰山石油,化工,8,3,5,"包信源,王明昌,冯峰",7,"46,072,053.1000",127.7900,"949,388,500.0500",1226,,8.1446,8.0857,中央国有企业,24.5700
000555.SZ,神州信息,计算机,7,3,4,"缪伟刚,曾昭静,徐凌云",5,"1,683,143.5600",109.0900,"59,481,826.2500",8,,318.3109,"1,642.8211",地方国有企业,21.9500
000557.SZ,西部创业,交通运输,9,3,6,"凌纯鸣,马国庆,梁胜权,李晓明,单河",7,"1,247,101.6400",123.4500,"124,514,960.1900",33,,324.8696,,民营企业,3.6400
000558.SZ,莱茵体育,房地产,9,3,6,"胡瑞江,舒晓华,丁士威",5,"24,078,733.2200",174.9600,"3,760,099,685.2800",234,,76.4160,62.5752,民营企业,65.9300
000559.SZ,万向钱潮,汽车,9,3,6,"郭春燕,崔宝军,王二龙,周树祥,张吉西",5,"546,658,379.7400",276.1800,"8,078,603,202.6700",10312,,49.9961,40.3919,民营企业,51.5300
000560.SZ,我爱我家,房地产,7,3,4,"雷蕾,张敏,屠晓红,秦岭,崔睫",8,"110,454,714.8500",443.7600,"3,359,618,417.5300",1696,,81.5963,10.8702,民营企业,31.1300
000561.SZ,烽火电子,国防军工,9,3,6,"杨航,党怀斌,刘培玉,白海军,刘彦",9,"190,046,700.6500",226.9800,"1,282,749,571.6400",2062,,38.7770,14.6489,地方国有企业,42.3100
000563.SZ,陕国投A,非银金融,9,3,6,"杨彬,薛志刚,段小昌",7,"31,681,720.8300",322.8400,"1,204,033,432.9900",147,,38.3031,-7.4566,地方国有企业,44.3400
000564.SZ,*ST大集,商业贸易,7,3,4,"卢晓峰,单锋安,李晓伟",7,"179,439,799.0800",191.6200,"2,779,107,253.3800",5392,,71.0941,7.6314,其他企业,28.1800
000565.SZ,渝三峡A,化工,9,3,6,"何清全,高琳,卓恺忠,蒋伟,万汝麟",9,"64,372,700.4000",154.8000,"1,422,696,424.6500",1027,,53.2023,11.3440,地方国有企业,40.5300
000566.SZ,海南海药,医药生物,9,3,6,"尤江甫,周庆国,曾祎华",8,"24,069,057.7900",236.3700,"1,078,242,514.0900",815,,54.3872,18.5583,民营企业,19.6600
000567.SZ,海德股份,非银金融,7,3,4,"王小鸣,马政玲,吕鸿,吕建新,马敏",5,"4,689,596.4500",153.3100,"295,488,971.9700",24,,32.7906,33.6622,民营企业,22.3500
000568.SZ,泸州老窖,食品饮料,11,5,6,"徐勇,王力,刘俊涛,杨本红,赵金松",10,"234,866,610.7500",949.7700,"8,026,265,190.1700",1874,,30.6981,22.8914,地方国有企业,21.5200
000570.SZ,苏常柴A,机械设备,9,3,6,"吕伟民,袁小冬,倪明亮,吴克云,卢仲贵",7,"234,852,572.4000",562.4300,"3,422,525,753.7900",3351,,38.9066,17.9602,地方国有企业,30.0200
000571.SZ,ST大洲,采掘,9,3,6,"傅贱根,林帆,董彬",6,"203,142,906.7300",753.1500,"2,188,418,027.5800",5207,,18.9140,12.7019,民营企业,12.1600
000572.SZ,海马汽车,汽车,8,3,5,"王鸿儒,李芳统,文智雄",5,"294,050,578.0400",308.2300,"12,736,755,388.6600",9046,,37.4210,62.5102,民营企业,28.8000
000573.SZ,粤宏远A,房地产,5,2,3,"冯炳强,朱剑飞,刘卫红,黄金维,胡志强",5,"34,923,993.5700",200.2000,"2,537,044,404.8400",875,,43.7837,6.5389,民营企业,13.9800
000576.SZ,甘化科工,国防军工,6,2,4,"叶伟杰,阮梓坪,王若平,林华洽",6,"65,135,838.7500",91.3200,"701,713,528.7000",2167,,54.1208,-19.0097,地方国有企业,19.8200
000581.SZ,威孚高科,汽车,9,3,6,"韩江明,王晓东,杨伟良",7,"454,429,383.5000",439.6000,"6,761,622,809.9000",5297,,35.7282,74.3552,地方国有企业,17.6300
000582.SZ,北部湾港,交通运输,8,3,5,"梁勇,于肄,刘雄伟",3,"52,329,835.3400",133.3300,"817,046,778.6800",840,,58.9494,87.5395,地方国有企业,40.7900
000584.SZ,哈工智能,机械设备,9,3,6,"马培林,倪华,田丽",5,"53,058,794.6500",152.2800,"3,500,205,892.8400",1175,,46.3466,70.3862,民营企业,32.7600
000585.SZ,*ST东电,电气设备,7,3,4,"董连生,刘雪厚,白利海",3,"24,077,502.5000",90.5000,"844,337,174.2500",689,,63.6954,-17.7687,民营企业,28.3500
000586.SZ,汇源通信,通信,5,2,3,"曾英,赖晓丹,彭亚梅",7,"35,160,421.3800",63.1100,"529,036,414.5200",784,,65.2037,5.2713,民营企业,20.6800
000587.SZ,*ST金洲,轻工制造,9,3,6,"程立辉,袁美君,武士昌,富柏松,周捷",4,"17,514,578.6400",54.6000,"126,161,577.7500",1029,,391.4540,27.6167,地方国有企业,27.4500
000589.SZ,贵州轮胎,化工,10,4,6,"蒲晓波,郝丽,李娟",8,"393,350,936.1400",353.0300,"5,478,795,809.5500",9381,,70.6288,31.4378,地方国有企业,33.3600
000590.SZ,启迪药业,医药生物,7,3,4,"王钊,谢卫华,李向阳",8,"57,906,156.4700",212.0000,"568,726,301.8800",1884,,50.9640,13.6944,中央国有企业,18.0100
000591.SZ,太阳能,公用事业,17,5,12,"何曲,何建波,陈红,苏书,刘延全,张晖,刘亚",16,"214,433,653.5800",381.7300,"2,295,210,341.0500",5089,,76.8555,13.4705,地方国有企业,49.8400
000592.SZ,平潭发展,农林牧渔,5,2,3,"吴晓丹,林榆,洪华晖",6,"42,464,265.6700",230.1300,"1,926,899,931.7800",1162,,35.5135,54.5054,民营企业,48.6800
000593.SZ,德龙汇能,公用事业,9,3,6,"伍贵森,曾国壮,方玲",6,"36,531,672.9500",168.8800,"678,653,331.0200",817,,58.3379,-13.9279,民营企业,23.1400
000595.SZ,宝塔实业,机械设备,9,3,6,"李智超,郑茜,王冬红,宋治成,于泉永",6,"122,330,965.0100",209.3100,"742,271,594.6000",3684,,72.2021,55.9770,中央国有企业,37.7800
000596.SZ,古井贡酒,食品饮料,8,3,5,"许鹏,卢堆仓,王力,牛海艇,胡文超",5,"263,320,162.4300",307.7400,"1,857,931,814.0000",4621,,43.5138,39.8948,地方国有企业,57.7500
000597.SZ,东北制药,医药生物,9,3,6,"姚仲平,田阳,倪爱武,王建华,李松涛",8,"466,033,498.6800",312.8100,"5,605,696,987.1900",9684,,63.1544,-5.2251,地方国有企业,32.4700
000598.SZ,兴蓉环境,公用事业,9,3,6,"霍雷,黄薇,谢洪静",4,"31,795,596.6200",143.6800,"2,587,850,902.3400",605,,36.5283,8.7946,地方国有企业,52.2700
000599.SZ,青岛双星,化工,9,4,5,"朱宁,高珺,袁坤芳,李炳瑄,刘永斌,杜常功,刘成虎",7,"295,286,908.5600",235.0000,"4,709,100,744.8500",9698,,68.5970,37.5196,地方国有企业,20.3100
000600.SZ,建投能源,公用事业,9,3,6,"曹芸,陈平,李新浩,袁雁鸣,黄玉刚",7,"292,575,340.7900",136.4400,"12,126,798,145.6000",670,,66.2253,14.2785,地方国有企业,55.0100
000601.SZ,韶能股份,公用事业,9,3,6,"曾梅,宋树平,廖树养,李正光,高仁辉",8,"167,565,479.3800",221.9000,"8,404,809,491.6000",4858,,61.9481,26.0304,地方国有企业,16.8500
000603.SZ,盛达资源,有色金属,7,3,4,"李生林,高国栋,叶国君",5,"1,846,243.5700",30.6000,"153,842,201.6900",73,,50.5100,83.8333,民营企业,23.3200
000605.SZ,渤海股份,公用事业,9,3,6,"任葆燕,徐建新,黄允强",7,"9,321,483.7600",73.2000,"130,283,312.8400",104,,55.4563,-4.9362,地方国有企业,55.7500
000606.SZ,ST顺利,计算机,9,3,6,"张海仓,周楠,郝纯",6,"90,117,553.8500",109.6000,"1,249,072,355.5000",1091,,40.9754,32.4162,地方国有企业,15.2500
000607.SZ,华媒控股,传媒,7,3,4,"廖家辉,吕文华,杜学东,叶艳,屠国良",4,"143,041,387.8300",97.9200,"1,611,256,634.6500",1410,,72.7613,-38.9009,民营企业,23.5200
000608.SZ,阳光股份,房地产,7,3,4,"王洪玉,刘建图,张馥香",7,"94,228,000.0000","1,110.4000","6,462,143,000.0000",572,,55.5911,207.8922,外资企业,29.1200
000609.SZ,*ST中迪,房地产,6,3,3,"周凌,王冬英,谢东城",6,"10,757,737.2700",202.4600,"1,107,838,052.0700",114,,24.5094,549.1179,民营企业,24.8200
000610.SZ,西安旅游,休闲服务,9,3,6,"薛虹,张华,张亚杰",7,"50,968,304.9800",93.3700,"971,657,665.6000",2852,,56.9959,48.5632,地方国有企业,32.3000
000611.SZ,*ST天首,纺织服装,9,3,6,"肖如根,丁立权,沈国军",3,"39,140,893.7700",20.6400,"931,662,686.9000",538,,18.8211,23.2116,民营企业,15.5400
000612.SZ,焦作万方,有色金属,9,3,6,"李刚,宋小红,王淑霞",6,"226,328,145.8800",244.3400,"3,956,291,774.1700",4059,,48.3829,9.6196,中央国有企业,24.0000
000613.SZ,*ST东海A,休闲服务,7,4,3,"朱伍松,李智,黄文才",3,"12,244,474.9800",52.3000,"119,382,660.1000",232,,26.9020,12.0894,民营企业,16.4800
000615.SZ,奥园美谷,房地产,9,3,6,"何良成,杨徐,刘蕊,任文明,刘椽缘",10,"98,033,462.2600",263.5000,"1,219,654,042.5100",3412,,40.2406,10.4548,民营企业,16.3800
000616.SZ,ST海投,房地产,8,4,4,"曹配全,邵红欣,申冬云",7,"81,592,468.7200",935.3600,"9,138,720,612.0600",825,,62.2181,-10.1488,民营企业,19.9800
000617.SZ,中油资本,非银金融,5,2,3,"姜纯朴,盖文国,石瑛,龙隆,郭华,储连伟",4,"179,956,794.9800",117.3100,"2,528,696,935.2400",1480,,66.5082,-10.6862,中央国有企业,60.0000
000619.SZ,海螺型材,建筑材料,8,3,5,"张昇,汤文波,王俊",7,"148,073,769.6800",139.5800,"3,337,644,523.2900",1378,,35.6334,-2.0511,地方国有企业,32.0700
000620.SZ,新华联,房地产,9,2,7,"杨云波,王玉京,李光和,张荣,李宝山",6,"710,640.0000",72.0000,"5,939,946.2300",18,,33.2964,,地方国有企业,28.0000
000622.SZ,恒立实业,汽车,7,3,4,"曹金辉,刘素周,刘晓宏",6,"16,302,991.4100",66.8000,"265,052,767.8500",192,,147.5259,25.7196,民营企业,28.9900
000623.SZ,吉林敖东,医药生物,7,3,4,"刁润田,郭丽,孙玉菊,李利平,姚慧",4,"109,233,220.1200",753.4200,"7,898,192,606.6200",4992,,8.2605,8.5627,民营企业,23.7800
000625.SZ,长安汽车,汽车,15,5,10,"蔡勇,傅利平,王莉君,张竞竞,沈明权,杨建,陈陵涛",13,"1,564,221,349.6700",727.6300,"30,456,426,127.8800",12230,,65.2501,29.2235,中央国有企业,45.7100
000626.SZ,远大控股,商业贸易,11,4,7,"范庆堂,丁行超,周砚武",6,"124,225,258.2400",35.5600,"3,856,576,620.9900",386,,84.2081,63.1342,其他企业,37.0800
000627.SZ,天茂集团,非银金融,7,3,4,"杨春丽,张孝均,吴时炎",5,"47,482,008.8200",125.9600,"1,976,311,276.4100",1760,,18.9368,30.7439,民营企业,23.7800
000628.SZ,高新发展,建筑装饰,9,3,6,"岳玉兰,李继勤,李小波",11,"70,020,419.8900",241.6300,"2,752,143,290.2800",1401,,94.8662,13.5581,地方国有企业,22.4500
000629.SZ,攀钢钒钛,采掘,11,5,6,"张治杰,刘新会,刘伟",6,"4,564,717,603.9500",45.0000,"59,728,246,363.6900",74459,,72.5846,12.3696,中央国有企业,30.6300
000630.SZ,铜陵有色,有色金属,12,4,8,"胡声涛,王立保,吴晓伟,李冬青,宋修明,方文生,胡新付",6,"957,735,577.9700",243.1400,"32,172,153,134.7200",15498,,74.2978,66.8135,地方国有企业,56.9230
000631.SZ,顺发恒业,房地产,9,3,6,"张凌晨,刘晓宇,鲁永明",4,"32,517,524.8900",127.3900,"9,532,826,245.2700",601,,81.6424,16.6386,民营企业,73.6500
000632.SZ,三木集团,综合,8,3,5,"张宏健,方锦华,柯真明",9,"70,846,852.5300",931.0600,"3,385,460,070.9600",508,,80.0281,49.8519,地方国有企业,18.0600
000633.SZ,合金投资,有色金属,9,3,6,"隋树宽,王鲁杰,赵英杰,曹岭,屈丽",6,"20,627,989.2300",170.0500,"376,405,807.1500",411,,32.1351,-63.7012,民营企业,52.4300
000635.SZ,英力特,化工,9,3,6,"马向东,卢琦,吴国荣,王淑萍,杨杏萍",9,"161,817,414.3200",211.5000,"3,678,635,528.9500",3326,,74.5928,31.7215,中央国有企业,22.2800
000636.SZ,风华高科,电子,13,5,8,"王立新,陈海青,李水源",9,"304,023,375.6300",472.0000,"3,296,033,857.3400",8637,,26.8680,21.9106,地方国有企业,18.2500
000637.SZ,茂化实华,化工,8,3,5,"冯作刚,刘毅聪,杨峰",6,"113,925,620.7400",461.7000,"833,515,940.5600",979,,1.0827,32.3185,民营企业,29.5000
000638.SZ,*ST万方,综合,9,3,6,"周永坤,刘静,张钧,简丽佳,董知",7,"9,753,731.8800",143.2600,"804,913,795.4700",139,,59.0817,-33.3102,民营企业,42.8600
000639.SZ,西王食品,食品饮料,9,3,6,"杨自平,沈健斌,杨铁强,韩忠,吴燕",4,"49,066,848.2400",132.5600,"899,667,011.1300",1401,,10.6485,19.5122,民营企业,41.9600
000650.SZ,仁和药业,医药生物,9,3,6,"张梁,李大明,谢友清,祝保华,孙首建",7,"84,420,034.1600",273.6000,"1,478,181,458.5800",2561,,38.2993,39.0744,民营企业,45.5400
000651.SZ,格力电器,家用电器,8,3,5,"石小磊,陈辉,许鹏",5,"2,319,773,219.2500","1,204.0000","65,604,378,124.9400",62044,,78.6421,42.3335,地方国有企业,19.4500
000652.SZ,泰达股份,综合,9,3,6,"于际海,于洪,路雪,穆强,周京尼",3,"220,700,907.0800",113.4800,"9,359,889,148.0200",1311,,67.2316,52.1289,地方国有企业,33.7400
000655.SZ,金岭矿业,采掘,9,3,6,"窦廷章,杨乐申,张永丰",8,"298,386,531.6200",105.6300,"2,439,410,654.4000",3354,,11.3821,65.1074,地方国有企业,58.4100
000656.SZ,金科股份,房地产,9,3,6,"龙涛,周杨梅,陈显伦",5,"1,601,227.7300",103.0100,"470,541,315.6400",12,,1.6520,-8.3676,民营企业,18.0300
000657.SZ,中钨高新,有色金属,9,3,6,"蔡家发,郭文忠,曾玉国",5,"82,654,645.4300",160.6100,"374,843,122.7200",1683,,12.4153,44.7556,中央国有企业,35.2800
000659.SZ,珠海中富,轻工制造,9,4,5,"孔德山,李冬梅,吴土兴",6,"291,631,612.1700",771.7500,"5,954,560,766.5600",867,,50.2319,11.5303,外资企业,26.3900
000661.SZ,长春高新,医药生物,9,3,6,"李秀峰,孔令智,乔林",4,"129,033,320.9700",452.5000,"1,761,622,206.5400",2730,,54.3646,13.9095,地方国有企业,24.2000
000663.SZ,永安林业,轻工制造,9,3,6,"叶家根,王建衡,罗义彪,苏世星,黄旌",8,"40,856,345.6700",113.2100,"1,521,575,352.8000",1354,,71.8408,-16.2796,地方国有企业,32.0000
000665.SZ,湖北广电,传媒,11,4,7,"刘小红,高望生,邹小华,谢志敏,刘明宇",6,"78,913,166.7300",274.9000,"987,166,541.2300",1296,,71.5773,40.8554,地方国有企业,22.7200
000666.SZ,经纬纺机,非银金融,8,3,5,"刘洪,涂克林,裘琳,李喜生,彭泽清,安勇芝",9,"698,151,276.5000",458.0200,"11,340,459,043.0300",13769,,61.9194,77.7021,中央国有企业,33.8300
000667.SZ,美好置业,房地产,9,5,4,"高泽雄,彭少民,张锐",6,"63,551,109.7700",686.1900,"9,623,022,154.5700",795,,47.4821,120.0835,民营企业,15.5800
000668.SZ,荣丰控股,房地产,12,4,8,"周庆祖,武舸,金文毅",3,"6,155,588.1600",74.8700,"951,602,378.9800",584,,21.7192,-52.8152,民营企业,39.2800
000669.SZ,ST金鸿,公用事业,9,3,6,"陈琪,刘静,张雁雯",6,"2,524,831.7800",30.3000,"203,842,997.8400",166,,26.7528,20.5248,民营企业,17.5900
000670.SZ,*ST盈方,电子,9,3,6,"邵建林,陈宏,武佩利",7,"8,919,416.1000",221.6500,"304,875,061.5300",55,,32.6371,-18.1501,民营企业,25.9900
000671.SZ,阳光城,房地产,5,1,4,"张敏,吴洁,陈文平",6,"19,069,093.3500",130.9100,"5,903,748,547.8200",752,,53.4319,43.4160,民营企业,23.9000
000672.SZ,上峰水泥,建筑材料,9,3,6,"冯江玉,吴玲英,饶剑",4,"4,763,242.9900",17.2000,"94,750,740.4100",525,,76.5301,51.3529,民营企业,17.1700
000673.SZ,*ST当代,传媒,7,3,4,"陈卫山,侯文杰,杨胜利,侯智高,王全生",5,"1,900,591.2400",11.1600,"158,023,878.6500",130,,100.9578,-59.8284,民营企业,29.9900
000676.SZ,智度股份,传媒,5,2,3,"孟君,刘美钰,宋丽",4,"95,327,219.7800",106.4600,"1,159,314,868.8800",692,,58.7585,0.7692,民营企业,29.2400
000677.SZ,恒天海龙,化工,10,4,6,"郑恩泮,宗海省,李玉波,王文涛,王兴华",8,"246,411,414.2800",100.0500,"7,577,133,075.6500",8720,,95.5831,34.3125,地方国有企业,16.2400
000678.SZ,襄阳轴承,汽车,9,3,6,"张同军,肖壮勇,姚萍,贾孟飞,景小清",5,"99,088,719.5800",108.1000,"919,181,719.5100",2355,,45.5946,59.9264,地方国有企业,27.4200
000679.SZ,大连友谊,房地产,7,4,3,"毕学文,张桂香,于进伟",6,"143,817,795.9100",307.6000,"7,577,156,933.1500",735,,80.3689,15.2361,民营企业,42.2700
000680.SZ,山推股份,机械设备,9,3,6,"程则虎,吴绪亮,刘洪前,李同林,韩利民",10,"573,125,746.4100",567.1300,"10,698,073,238.8300",3365,,59.1711,92.6197,地方国有企业,21.1000
000681.SZ,视觉中国,传媒,9,3,6,"梅良诚,梁南南,喻小菱,周建南,王宇",3,"4,789,248.1400",212.0600,"132,112,915.8600",27,,2.1593,-94.9415,外资企业,15.4600
000682.SZ,东方电子,电气设备,9,3,6,"孙江国,陈岠鵿,王永",6,"121,710,725.7400",237.4000,"1,865,542,373.8500",1842,,21.2441,8.9420,地方国有企业,19.7400
000683.SZ,远兴能源,化工,9,3,6,"宋为兔,苗慧,李良忍",6,"72,188,395.2600",349.1200,"5,671,305,197.7300",1194,,47.0051,34.1219,民营企业,19.8600
000685.SZ,中山公用,公用事业,8,4,4,"杨志斌,李亮贤,曾智垚",3,"119,595,147.1800",155.1100,"6,170,419,866.9000",261,,20.8200,14.3581,地方国有企业,62.2400
000686.SZ,东北证券,非银金融,12,4,8,"滕旭旺,王化民,刘树森,王天文,唐志萍,高宝祥,来忠信,梁化军,何建芬",8,"470,201,936.3600","2,521.6800","19,576,362,717.0300",3659,,82.2795,-14.7076,公众企业,30.7100
000687.SZ,*ST华讯,国防军工,9,3,6,"高殿才,刘德娟,凌保航,崔志强,吕桂茹",8,"161,360,554.5400",155.5100,"1,541,985,557.4400",6431,,26.2203,8.2521,中央国有企业,48.0800
000688.SZ,国城矿业,有色金属,9,3,6,"杜小新,王世鹏,马永军",4,"1,789,572.3800",57.4200,"2,567,866.2300",24,,"2,969.7587",,民营企业,25.8800
000690.SZ,宝新能源,公用事业,13,5,8,"梁茜,饶谦和,李志贤",11,"62,197,545.7400",602.0000,"7,371,291,181.1400",781,,56.7412,4.6858,民营企业,30.8800
000691.SZ,亚太实业,房地产,9,3,6,"兰秀金,李淑蓉,冯建辉",3,"552,194.5200",24.3000,"240,145,833.3000",51,,38.8065,,民营企业,9.9700
000692.SZ,惠天热电,公用事业,8,3,5,"于晶,薛晓江,任江,高庆全",13,"136,800,923.3500",204.6300,"2,782,342,087.2000",3430,,58.0252,-3.3184,地方国有企业,35.1000
000695.SZ,滨海能源,轻工制造,9,3,6,"邢吉海,刘学党,鹿珊珊",6,"78,031,764.5500",239.0600,"1,025,051,397.2100",234,,67.6708,17.4437,地方国有企业,37.3000
000697.SZ,炼石航空,国防军工,9,3,6,"颜正宁,李宝军,李聚龙",7,"32,657,367.8700",46.8500,"736,051,717.2600",1102,,55.6867,3.1728,地方国有企业,28.9500
000698.SZ,沈阳化工,化工,9,3,6,"李忠,许卫东,姜文凤,杨晔,胡宁",10,"282,497,882.1600",246.8700,"6,873,430,688.2100",4997,,56.2133,66.0984,中央国有企业,33.0800
000700.SZ,模塑科技,汽车,5,2,3,"朱晓东,周曹兴,钱志芬,袁彐良",4,"99,640,176.6500",62.0000,"3,894,237,353.6400",2042,,76.3317,14.0966,民营企业,34.7200
000701.SZ,厦门信达,电子,9,3,6,"徐秋琴,高成勇,吕万芝,杨周玉,王培安",7,"117,730,466.6000",350.2800,"3,365,413,186.0700",1886,,69.9733,21.4070,地方国有企业,28.2000
000702.SZ,正虹科技,农林牧渔,7,3,4,"孟军,熊和平,夏壮华",10,"73,846,497.0600",281.6500,"931,725,621.5400",1721,,52.7542,2.8207,地方国有企业,24.2200
000703.SZ,恒逸石化,化工,11,4,7,"牛金来,张战国,毛徳智",4,"12,185,315.3300",144.4000,"297,451,320.6300",396,,35.5855,21.3270,民营企业,22.4000
000705.SZ,浙江震元,医药生物,9,3,6,"马谷亮,李成华,金百仁,樊敏,董金标",5,"81,320,266.7400",165.1300,"1,103,733,917.6600",1539,,50.3068,17.8083,地方国有企业,22.5300
000707.SZ,双环科技,化工,9,3,6,"何原,丁武,张元堂",6,"157,213,835.3100",235.4700,"7,016,111,832.1700",3351,,67.3384,27.0088,地方国有企业,25.1100
000708.SZ,中信特钢,钢铁,10,4,6,"傅柏树,刘亚平,黄旭光,李龙珍",5,"151,698,713.0000",261.0000,"4,537,054,474.0000",3626,,44.0390,41.9306,中央国有企业,29.9500
000709.SZ,河钢股份,钢铁,11,4,7,"邢强,张迎秋,刘志强",6,"5,642,063,445.5200",191.7000,"104,938,227,517.5100",55121,,70.4805,34.1031,地方国有企业,26.9500
000710.SZ,贝瑞基因,医药生物,7,3,4,"陈宗华,黄春勤,李宝",6,"40,194,941.7000",90.7000,"383,265,987.0500",1060,,68.1101,13.4990,中央国有企业,58.8600
000711.SZ,京蓝科技,公用事业,7,3,4,"侯燕玲,陈惠芳,周鹏",6,"11,351,102.4200",81.0600,"791,870,960.9900",37,,52.3463,14.4442,民营企业,26.6350
