,证券代码↑,证券简称,所属申万行业名称[行业级别] 一级行业,董事会人数[交易日期] 2010-12-31,独立董事人数[交易日期] 2010-12-31,非独立董事人数[交易日期] 2010-12-31,公司监事(历任)[交易日期] 2010-12-31,高管人数[交易日期] 2010-12-31,支付给职工以及为职工支付的现金[报告期] 2010年报[报表类型] 合并报表[单位] 元,管理层年度薪酬总额[年度] 2010[单位] 万元,资产总计[报告期] 2010年报[报表类型] 合并报表[单位] 元,员工总数[交易日期] 2010-12-31,净现金流[报告期] 2010第四季度[单位] 元,资产负债率[报告期] 2010年报[单位] %,营业收入(同比增长率)[报告期] 2010年报[单位] %,公司属性[交易日期] 2010-12-31,大股东持股比例[日期] 2010-12-31[排名] 第1名[单位] %,Stkcd,EndDate,Same,Symbol,Enddate,StatisticalCaliber,UnpaidNumber
94,000498,山东路桥,建筑装饰,5.0,2.0,3.0,"赵盛君,秦志勇",4.0,"493,832.7200",9.3600,"45,189,824.1600",11.0,,78.2854,-100.0000,民营企业,19.63,000498,2010-12-31,N,000498,2010-12-31,1,6
95,000501,鄂武商A,商业贸易,11.0,4.0,7.0,"唐国文,赵豫婷,皮泓,宋汉杰,艾璇",11.0,"465,012,956.3600",929.4600,"7,457,438,834.8400",14379.0,,75.1975,32.7485,地方国有企业,18.42,000501,2010-12-31,N,000501,2010-12-31,1,6
96,000502,*ST绿景,房地产,9.0,3.0,6.0,"文小兵,赵常辉,陈宁",7.0,"15,216,842.4100",292.9400,"826,496,641.0200",74.0,,65.9987,-84.4934,民营企业,22.65,000502,2010-12-31,N,000502,2010-12-31,1,4
97,000503,国新健康,医药生物,7.0,3.0,4.0,"白小克,王春霞,邓南",4.0,"79,930,228.2800",185.6000,"1,554,773,179.5500",596.0,,16.6907,-27.4246,民营企业,23.8,000503,2010-12-31,N,000503,2010-12-31,1,4
98,000504,南华生物,医药生物,11.0,5.0,6.0,"于亚文,陈瑛,翁笑",7.0,"20,446,570.4400",246.8500,"286,824,436.8500",187.0,,43.8212,-14.7606,其他企业,25.58,000504,2010-12-31,N,000504,2010-12-31,1,0
99,000505,京粮控股,农林牧渔,9.0,3.0,6.0,"佘建辉,王革平,吴小静",5.0,"61,287,864.7000",89.9200,"1,448,885,550.2400",27.0,,64.2128,140.6354,地方国有企业,26.36,000505,2010-12-31,Y,000505,2010-12-31,1,6
100,000506,中润资源,房地产,9.0,3.0,6.0,"吴凯,郭明城,孙朝晖",6.0,"27,965,331.3400",175.0000,"5,499,238,186.5400",360.0,,82.2343,18.7976,民营企业,47.09,000506,2010-12-31,N,000506,2010-12-31,1,4
101,000507,珠海港,交通运输,11.0,4.0,7.0,"周优芬,陈仕登,时启峰,肖江,梁小天",9.0,"72,095,761.4800",387.9700,"1,817,238,683.8400",613.0,,21.8068,-27.0691,地方国有企业,16.4,000507,2010-12-31,N,000507,2010-12-31,1,4
102,000509,*ST华塑,医药生物,9.0,3.0,6.0,"孟杰,刘乐全,成平江",8.0,"64,189,754.1700",201.6000,"649,652,666.5400",2102.0,,101.0435,-29.3463,地方国有企业,25.17,000509,2010-12-31,N,000509,2010-12-31,1,4
103,000510,新金路,化工,9.0,3.0,6.0,"易正隆,缪孝洪,赵明发,胡永江,陈琪",6.0,"151,025,498.8000",340.9200,"2,419,332,334.1500",3041.0,,51.3404,18.3283,民营企业,5.14,000510,2010-12-31,N,000510,2010-12-31,1,1
104,000513,丽珠集团,医药生物,9.0,3.0,6.0,"曹平伟,庞大同,汪卯林",8.0,"245,102,615.0500",427.9000,"3,661,991,627.9500",4641.0,,27.9313,5.0416,民营企业,26.21,000513,2010-12-31,Y,000513,2010-12-31,1,0
105,000514,渝开发,房地产,7.0,4.0,3.0,"张鹏,张俊清,叶坚",5.0,"33,778,004.7300",97.3200,"4,605,196,569.0900",615.0,,46.7011,72.2500,地方国有企业,63.84,000514,2010-12-31,N,000514,2010-12-31,1,4
106,000516,ST国医,医药生物,9.0,3.0,6.0,"程鑫渝,孙文国,刘勇,刘梅,王志峰",5.0,"85,778,022.5100",458.0000,"2,706,840,375.5100",1847.0,,60.5198,9.0801,民营企业,20.86,000516,2010-12-31,N,000516,2010-12-31,1,1
107,000517,荣安地产,房地产,9.0,3.0,6.0,"王信忠,刘生波,余亚萍,哈保民,苏小明",6.0,"25,548,985.0000",702.0000,"7,180,620,065.2900",475.0,,73.4616,-37.2380,民营企业,78.02,000517,2010-12-31,N,000517,2010-12-31,1,4
108,000518,四环生物,医药生物,6.0,2.0,4.0,"陈海东,王建国,赵俊",4.0,"21,089,742.8500",51.0000,"962,042,016.7800",392.0,,8.5566,7.3622,集体企业,5.83,000518,2010-12-31,Y,000518,2010-12-31,1,0
109,000519,中兵红箭,国防军工,7.0,3.0,4.0,"敖文祥,白锐,张为民,陈钢,徐敏",6.0,"63,032,419.4900",121.9000,"480,406,159.5400",1492.0,,24.5625,19.6263,中央国有企业,21.58,000519,2010-12-31,N,000519,2010-12-31,1,5
110,000520,长航凤凰,交通运输,9.0,3.0,6.0,"毛永德,郭汉忠,吴晓宝",9.0,"552,796,621.9300",743.1300,"7,776,990,157.5900",10397.0,,85.3835,32.1374,中央国有企业,27.27,000520,2010-12-31,N,000520,2010-12-31,1,1
111,000521,长虹美菱,家用电器,9.0,3.0,6.0,"雍凤山,余晓,费敏英,张儒和,尚文",8.0,"403,347,773.5500",381.6300,"7,116,164,154.5800",3796.0,,61.4091,30.0892,地方国有企业,21.38,000521,2010-12-31,N,000521,2010-12-31,1,5
112,000523,*ST浪奇,化工,7.0,3.0,4.0,"古建华,金建忠,何伟文",6.0,"64,057,197.1400",327.8000,"932,093,902.6900",598.0,,48.9093,33.1596,地方国有企业,45.425,000523,2010-12-31,N,000523,2010-12-31,1,4
113,000524,岭南控股,休闲服务,9.0,3.0,6.0,"钟炳强,金燕,杨杏光,麦锦洪,王深晖",7.0,"74,708,086.8800",259.8800,"737,092,892.3200",1213.0,,18.0748,21.3248,地方国有企业,37.19,000524,2010-12-31,N,000524,2010-12-31,1,5
114,000525,ST红太阳,化工,9.0,5.0,4.0,"赵富明,刘奎涛,齐武,王树森,夏小云",6.0,"84,712,506.2000",244.3000,"3,694,908,538.6900",2178.0,,80.2555,7.3306,地方国有企业,28.51,000525,2010-12-31,N,000525,2010-12-31,1,5
115,000526,学大教育,传媒,7.0,3.0,4.0,"黄汉娟,刘维业,田青",5.0,"2,995,581.3700",85.7500,"192,495,098.0800",30.0,,18.4769,273.1665,民营企业,18.18,000526,2010-12-31,N,000526,2010-12-31,1,0
116,000528,柳工,机械设备,9.0,3.0,6.0,"蒋建芳,王相民,黄建兵,谭佐州,范立卫",9.0,"837,309,757.8400","1,891.2400","18,594,926,213.4000",5048.0,,54.4765,50.9004,地方国有企业,38.69,000528,2010-12-31,N,000528,2010-12-31,1,2
117,000529,广弘控股,传媒,8.0,3.0,5.0,"禄爱珍,潘芸,王振秀",9.0,"65,532,053.5700",427.8900,"993,005,835.1800",950.0,,27.8630,13.6762,地方国有企业,50.18,000529,2010-12-31,N,000529,2010-12-31,1,5
118,000530,冰山冷热,机械设备,9.0,3.0,6.0,"门曰胜,于福春,毛春华",7.0,"188,745,876.2500",361.6000,"2,912,380,523.5900",1161.0,,37.5602,7.2415,地方国有企业,21.96,000530,2010-12-31,Y,000530,2010-12-31,1,4
119,000531,穗恒运A,公用事业,11.0,4.0,7.0,"林毅建,黄河,蓝建璇,明安金,李鸿生,刘红川",8.0,"197,966,702.3500",442.8000,"6,341,617,704.9600",760.0,,61.8082,4.3451,地方国有企业,33.56,000531,2010-12-31,N,000531,2010-12-31,1,8
120,000532,华金资本,电子,9.0,3.0,6.0,"吴国周,赵忠艳,高振先,万敏,罗薇",7.0,"39,227,838.6100",432.9600,"1,236,819,175.2800",657.0,,20.5617,30.0576,地方国有企业,10.06,000532,2010-12-31,N,000532,2010-12-31,1,0
121,000533,顺钠股份,电气设备,11.0,4.0,7.0,"樊均辉,张洁茜,余少言,刘革,裴子平",4.0,"213,956,361.3200",390.2000,"2,410,036,827.0100",3622.0,,59.6963,2.8756,民营企业,24.7,000533,2010-12-31,Y,000533,2010-12-31,1,6
122,000534,万泽股份,医药生物,9.0,3.0,6.0,"许小将,林楚成,陈岚",7.0,"26,516,934.0500",93.5100,"1,222,113,968.0700",648.0,,46.4290,-43.8587,民营企业,18.68,000534,2010-12-31,N,000534,2010-12-31,1,6
123,000536,华映科技,电子,9.0,5.0,4.0,"简永忠,黄旭晖,李钦彰",5.0,"221,498,416.9400",152.6700,"4,714,227,471.1400",8097.0,,32.7206,60.4142,外资企业,71.42,000536,2010-12-31,N,000536,2010-12-31,1,3
124,000537,广宇发展,房地产,9.0,3.0,6.0,"李斌,王志华,赵欣福",4.0,"21,323,713.0200",48.9500,"2,715,310,710.5700",97.0,,64.6478,50.3881,中央国有企业,20.02,000537,2010-12-31,N,000537,2010-12-31,1,7
125,000538,云南白药,医药生物,11.0,4.0,7.0,"蔡琨,李双友,何映霞,张荣球,赵逸虹",10.0,"337,668,414.6700",713.7600,"7,633,056,302.8100",3828.0,,42.1651,40.4872,地方国有企业,41.52,000538,2010-12-31,N,000538,2010-12-31,1,0
126,000539,粤电力A,公用事业,18.0,6.0,12.0,"陈楚阳,杨松才,林伟丰,李玉萍,邱健伊,向颖,梁江湧",7.0,"1,068,357,956.0000",461.6700,"34,596,318,255.0000",1894.0,,62.1799,3.3306,地方国有企业,48.99,000539,2010-12-31,N,000539,2010-12-31,1,12
127,000540,中天金融,房地产,12.0,4.0,8.0,"罗建华,李定文,李筑惠",9.0,"150,169,355.6600",838.0500,"12,395,831,022.5600",1561.0,,84.8338,103.4919,民营企业,41.0,000540,2010-12-31,N,000540,2010-12-31,1,1
128,000541,佛山照明,电子,8.0,3.0,5.0,"庄儒嘉,杨旭东,焦志刚,叶正鸿",8.0,"282,303,937.8500",455.6000,"3,128,547,460.4600",8547.0,,10.1122,14.5713,外资企业,13.47,000541,2010-12-31,Y,000541,2010-12-31,1,4
129,000543,皖能电力,公用事业,9.0,3.0,6.0,"俞民,史建伟,张长顺",7.0,"291,661,422.2400",201.8100,"12,701,442,423.2800",3784.0,,58.0940,13.7864,地方国有企业,54.54,000543,2010-12-31,N,000543,2010-12-31,1,7
130,000544,中原环保,公用事业,9.0,3.0,6.0,"李军池,杨永飞,田鹏,王娟,王卫",5.0,"28,181,457.1900",105.2400,"997,023,346.3900",443.0,,41.0177,10.6035,公众企业,33.18,000544,2010-12-31,Y,000544,2010-12-31,1,7
131,000545,金浦钛业,化工,5.0,2.0,3.0,"陈伶俐,杨国华,陈志勇",5.0,"6,903,607.0400",26.8000,"223,561,073.8600",349.0,,117.3282,-0.5646,地方国有企业,19.19,000545,2010-12-31,N,000545,2010-12-31,1,5
132,000546,金圆股份,建筑材料,6.0,3.0,3.0,"万慧中,范云涛,孙海泉",5.0,"7,068,805.5700",87.9300,"485,698,005.5100",96.0,,67.8717,-75.2395,地方国有企业,13.65,000546,2010-12-31,N,000546,2010-12-31,1,7
133,000547,航天发展,国防军工,7.0,3.0,4.0,"曹阳,郑薇,刘尚捷,李宝丰,林琴",5.0,"59,481,718.0400",136.4600,"1,874,370,115.5800",944.0,,28.0524,16.4389,民营企业,19.96,000547,2010-12-31,N,000547,2010-12-31,1,2
134,000548,湖南投资,交通运输,9.0,3.0,6.0,"吴立理,唐晓丹,邓利民",7.0,"33,841,980.4700",252.3700,"2,204,541,070.0400",215.0,,32.9299,50.4153,地方国有企业,30.31,000548,2010-12-31,N,000548,2010-12-31,1,4
135,000550,江铃汽车,汽车,9.0,3.0,6.0,"柳青,许兰锋,金文辉,吴涌,朱毅",15.0,"647,505,920.0000",762.0000,"11,237,715,143.0000",9830.0,,44.4496,51.1319,中央国有企业,41.03,000550,2010-12-31,N,000550,2010-12-31,1,8
136,000551,创元科技,机械设备,11.0,4.0,7.0,"徐亦,张秋华,陆炳英",6.0,"227,178,311.2600",486.7800,"2,982,358,569.2800",5043.0,,46.5396,30.5407,地方国有企业,33.7,000551,2010-12-31,N,000551,2010-12-31,1,5
137,000552,靖远煤电,采掘,10.0,4.0,6.0,"李毅,高来德,杨先春,蒲培文,刘永翀",8.0,"389,520,416.1100",232.7600,"624,159,577.4800",3869.0,,30.3679,45.4032,地方国有企业,47.11,000552,2010-12-31,N,000552,2010-12-31,1,8
138,000553,安道麦A,化工,10.0,4.0,6.0,"江成岗,刘军,张建国,周骋,吴海荣",7.0,"119,762,602.5500",253.4000,"2,014,857,636.0000",2518.0,,44.5368,-4.8672,中央国有企业,20.02,000553,2010-12-31,,000553,2010-12-31,1,0
139,000554,泰山石油,化工,8.0,3.0,5.0,"包信源,王明昌,冯峰",7.0,"46,072,053.1000",127.7900,"949,388,500.0500",1226.0,,8.1446,8.0857,中央国有企业,24.57,000554,2010-12-31,N,000554,2010-12-31,1,5
140,000555,神州信息,计算机,7.0,3.0,4.0,"缪伟刚,曾昭静,徐凌云",5.0,"1,683,143.5600",109.0900,"59,481,826.2500",8.0,,318.3109,"1,642.8211",地方国有企业,21.95,000555,2010-12-31,N,000555,2010-12-31,1,4
141,000557,西部创业,交通运输,9.0,3.0,6.0,"凌纯鸣,马国庆,梁胜权,李晓明,单河",7.0,"1,247,101.6400",123.4500,"124,514,960.1900",33.0,,324.8696,,民营企业,3.64,000557,2010-12-31,N,000557,2010-12-31,1,9
142,000558,莱茵体育,房地产,9.0,3.0,6.0,"胡瑞江,舒晓华,丁士威",5.0,"24,078,733.2200",174.9600,"3,760,099,685.2800",234.0,,76.4160,62.5752,民营企业,65.93,000558,2010-12-31,N,000558,2010-12-31,1,6
143,000559,万向钱潮,汽车,9.0,3.0,6.0,"郭春燕,崔宝军,王二龙,周树祥,张吉西",5.0,"546,658,379.7400",276.1800,"8,078,603,202.6700",10312.0,,49.9961,40.3919,民营企业,51.53,000559,2010-12-31,N,000559,2010-12-31,1,6
144,000560,我爱我家,房地产,7.0,3.0,4.0,"雷蕾,张敏,屠晓红,秦岭,崔睫",8.0,"110,454,714.8500",443.7600,"3,359,618,417.5300",1696.0,,81.5963,10.8702,民营企业,31.13,000560,2010-12-31,N,000560,2010-12-31,1,4
145,000561,烽火电子,国防军工,9.0,3.0,6.0,"杨航,党怀斌,刘培玉,白海军,刘彦",9.0,"190,046,700.6500",226.9800,"1,282,749,571.6400",2062.0,,38.7770,14.6489,地方国有企业,42.31,000561,2010-12-31,N,000561,2010-12-31,1,5
146,000563,陕国投A,非银金融,9.0,3.0,6.0,"杨彬,薛志刚,段小昌",7.0,"31,681,720.8300",322.8400,"1,204,033,432.9900",147.0,,38.3031,-7.4566,地方国有企业,44.34,000563,2010-12-31,,000563,2010-12-31,1,4
147,000564,*ST大集,商业贸易,7.0,3.0,4.0,"卢晓峰,单锋安,李晓伟",7.0,"179,439,799.0800",191.6200,"2,779,107,253.3800",5392.0,,71.0941,7.6314,其他企业,28.18,000564,2010-12-31,N,000564,2010-12-31,1,1
148,000565,渝三峡A,化工,9.0,3.0,6.0,"何清全,高琳,卓恺忠,蒋伟,万汝麟",9.0,"64,372,700.4000",154.8000,"1,422,696,424.6500",1027.0,,53.2023,11.3440,地方国有企业,40.53,000565,2010-12-31,Y,000565,2010-12-31,1,4
149,000566,海南海药,医药生物,9.0,3.0,6.0,"尤江甫,周庆国,曾祎华",8.0,"24,069,057.7900",236.3700,"1,078,242,514.0900",815.0,,54.3872,18.5583,民营企业,19.66,000566,2010-12-31,N,000566,2010-12-31,1,0
150,000567,海德股份,非银金融,7.0,3.0,4.0,"王小鸣,马政玲,吕鸿,吕建新,马敏",5.0,"4,689,596.4500",153.3100,"295,488,971.9700",24.0,,32.7906,33.6622,民营企业,22.35,000567,2010-12-31,Y,000567,2010-12-31,1,4
151,000568,泸州老窖,食品饮料,11.0,5.0,6.0,"徐勇,王力,刘俊涛,杨本红,赵金松",10.0,"234,866,610.7500",949.7700,"8,026,265,190.1700",1874.0,,30.6981,22.8914,地方国有企业,21.52,000568,2010-12-31,N,000568,2010-12-31,1,2
152,000570,苏常柴A,机械设备,9.0,3.0,6.0,"吕伟民,袁小冬,倪明亮,吴克云,卢仲贵",7.0,"234,852,572.4000",562.4300,"3,422,525,753.7900",3351.0,,38.9066,17.9602,地方国有企业,30.02,000570,2010-12-31,N,000570,2010-12-31,1,3
153,000571,ST大洲,采掘,9.0,3.0,6.0,"傅贱根,林帆,董彬",6.0,"203,142,906.7300",753.1500,"2,188,418,027.5800",5207.0,,18.9140,12.7019,民营企业,12.16,000571,2010-12-31,Y,000571,2010-12-31,1,1
154,000572,海马汽车,汽车,8.0,3.0,5.0,"王鸿儒,李芳统,文智雄",5.0,"294,050,578.0400",308.2300,"12,736,755,388.6600",9046.0,,37.4210,62.5102,民营企业,28.8,000572,2010-12-31,N,000572,2010-12-31,1,0
155,000573,粤宏远A,房地产,5.0,2.0,3.0,"冯炳强,朱剑飞,刘卫红,黄金维,胡志强",5.0,"34,923,993.5700",200.2000,"2,537,044,404.8400",875.0,,43.7837,6.5389,民营企业,13.98,000573,2010-12-31,N,000573,2010-12-31,1,3
156,000576,甘化科工,国防军工,6.0,2.0,4.0,"叶伟杰,阮梓坪,王若平,林华洽",6.0,"65,135,838.7500",91.3200,"701,713,528.7000",2167.0,,54.1208,-19.0097,地方国有企业,19.82,000576,2010-12-31,Y,000576,2010-12-31,1,3
157,000581,威孚高科,汽车,9.0,3.0,6.0,"韩江明,王晓东,杨伟良",7.0,"454,429,383.5000",439.6000,"6,761,622,809.9000",5297.0,,35.7282,74.3552,地方国有企业,17.63,000581,2010-12-31,N,000581,2010-12-31,1,3
158,000582,北部湾港,交通运输,8.0,3.0,5.0,"梁勇,于肄,刘雄伟",3.0,"52,329,835.3400",133.3300,"817,046,778.6800",840.0,,58.9494,87.5395,地方国有企业,40.79,000582,2010-12-31,N,000582,2010-12-31,1,0
159,000584,哈工智能,机械设备,9.0,3.0,6.0,"马培林,倪华,田丽",5.0,"53,058,794.6500",152.2800,"3,500,205,892.8400",1175.0,,46.3466,70.3862,民营企业,32.76,000584,2010-12-31,N,000584,2010-12-31,1,4
160,000585,*ST东电,电气设备,7.0,3.0,4.0,"董连生,刘雪厚,白利海",3.0,"24,077,502.5000",90.5000,"844,337,174.2500",689.0,,63.6954,-17.7687,民营企业,28.35,000585,2010-12-31,N,000585,2010-12-31,1,3
161,000586,汇源通信,通信,5.0,2.0,3.0,"曾英,赖晓丹,彭亚梅",7.0,"35,160,421.3800",63.1100,"529,036,414.5200",784.0,,65.2037,5.2713,民营企业,20.68,000586,2010-12-31,N,000586,2010-12-31,1,4
162,000587,*ST金洲,轻工制造,9.0,3.0,6.0,"程立辉,袁美君,武士昌,富柏松,周捷",4.0,"17,514,578.6400",54.6000,"126,161,577.7500",1029.0,,391.4540,27.6167,地方国有企业,27.45,000587,2010-12-31,N,000587,2010-12-31,1,9
163,000589,贵州轮胎,化工,10.0,4.0,6.0,"蒲晓波,郝丽,李娟",8.0,"393,350,936.1400",353.0300,"5,478,795,809.5500",9381.0,,70.6288,31.4378,地方国有企业,33.36,000589,2010-12-31,N,000589,2010-12-31,1,0
164,000590,启迪药业,医药生物,7.0,3.0,4.0,"王钊,谢卫华,李向阳",8.0,"57,906,156.4700",212.0000,"568,726,301.8800",1884.0,,50.9640,13.6944,中央国有企业,18.01,000590,2010-12-31,N,000590,2010-12-31,1,2
165,000591,太阳能,公用事业,17.0,5.0,12.0,"何曲,何建波,陈红,苏书,刘延全,张晖,刘亚",16.0,"214,433,653.5800",381.7300,"2,295,210,341.0500",5089.0,,76.8555,13.4705,地方国有企业,49.84,000591,2010-12-31,N,000591,2010-12-31,1,0
166,000592,平潭发展,农林牧渔,5.0,2.0,3.0,"吴晓丹,林榆,洪华晖",6.0,"42,464,265.6700",230.1300,"1,926,899,931.7800",1162.0,,35.5135,54.5054,民营企业,48.68,000592,2010-12-31,N,000592,2010-12-31,1,0
167,000593,德龙汇能,公用事业,9.0,3.0,6.0,"伍贵森,曾国壮,方玲",6.0,"36,531,672.9500",168.8800,"678,653,331.0200",817.0,,58.3379,-13.9279,民营企业,23.14,000593,2010-12-31,N,000593,2010-12-31,1,3
168,000595,宝塔实业,机械设备,9.0,3.0,6.0,"李智超,郑茜,王冬红,宋治成,于泉永",6.0,"122,330,965.0100",209.3100,"742,271,594.6000",3684.0,,72.2021,55.9770,中央国有企业,37.78,000595,2010-12-31,N,000595,2010-12-31,1,3
169,000596,古井贡酒,食品饮料,8.0,3.0,5.0,"许鹏,卢堆仓,王力,牛海艇,胡文超",5.0,"263,320,162.4300",307.7400,"1,857,931,814.0000",4621.0,,43.5138,39.8948,地方国有企业,57.75,000596,2010-12-31,,000596,2010-12-31,1,4
170,000597,东北制药,医药生物,9.0,3.0,6.0,"姚仲平,田阳,倪爱武,王建华,李松涛",8.0,"466,033,498.6800",312.8100,"5,605,696,987.1900",9684.0,,63.1544,-5.2251,地方国有企业,32.47,000597,2010-12-31,Y,000597,2010-12-31,1,6
171,000598,兴蓉环境,公用事业,9.0,3.0,6.0,"霍雷,黄薇,谢洪静",4.0,"31,795,596.6200",143.6800,"2,587,850,902.3400",605.0,,36.5283,8.7946,地方国有企业,52.27,000598,2010-12-31,Y,000598,2010-12-31,1,5
172,000599,青岛双星,化工,9.0,4.0,5.0,"朱宁,高珺,袁坤芳,李炳瑄,刘永斌,杜常功,刘成虎",7.0,"295,286,908.5600",235.0000,"4,709,100,744.8500",9698.0,,68.5970,37.5196,地方国有企业,20.31,000599,2010-12-31,N,000599,2010-12-31,1,6
173,000600,建投能源,公用事业,9.0,3.0,6.0,"曹芸,陈平,李新浩,袁雁鸣,黄玉刚",7.0,"292,575,340.7900",136.4400,"12,126,798,145.6000",670.0,,66.2253,14.2785,地方国有企业,55.01,000600,2010-12-31,N,000600,2010-12-31,1,9
174,000601,韶能股份,公用事业,9.0,3.0,6.0,"曾梅,宋树平,廖树养,李正光,高仁辉",8.0,"167,565,479.3800",221.9000,"8,404,809,491.6000",4858.0,,61.9481,26.0304,地方国有企业,16.85,000601,2010-12-31,N,000601,2010-12-31,1,0
175,000603,盛达资源,有色金属,7.0,3.0,4.0,"李生林,高国栋,叶国君",5.0,"1,846,243.5700",30.6000,"153,842,201.6900",73.0,,50.5100,83.8333,民营企业,23.32,000603,2010-12-31,N,000603,2010-12-31,1,4
176,000605,渤海股份,公用事业,9.0,3.0,6.0,"任葆燕,徐建新,黄允强",7.0,"9,321,483.7600",73.2000,"130,283,312.8400",104.0,,55.4563,-4.9362,地方国有企业,55.75,000605,2010-12-31,N,000605,2010-12-31,1,0
177,000606,ST顺利,计算机,9.0,3.0,6.0,"张海仓,周楠,郝纯",6.0,"90,117,553.8500",109.6000,"1,249,072,355.5000",1091.0,,40.9754,32.4162,地方国有企业,15.25,000606,2010-12-31,N,000606,2010-12-31,1,6
178,000607,华媒控股,传媒,7.0,3.0,4.0,"廖家辉,吕文华,杜学东,叶艳,屠国良",4.0,"143,041,387.8300",97.9200,"1,611,256,634.6500",1410.0,,72.7613,-38.9009,民营企业,23.52,000607,2010-12-31,N,000607,2010-12-31,1,5
179,000608,阳光股份,房地产,7.0,3.0,4.0,"王洪玉,刘建图,张馥香",7.0,"94,228,000.0000","1,110.4000","6,462,143,000.0000",572.0,,55.5911,207.8922,外资企业,29.12,000608,2010-12-31,N,000608,2010-12-31,1,4
180,000609,*ST中迪,房地产,6.0,3.0,3.0,"周凌,王冬英,谢东城",6.0,"10,757,737.2700",202.4600,"1,107,838,052.0700",114.0,,24.5094,549.1179,民营企业,24.82,000609,2010-12-31,N,000609,2010-12-31,1,0
181,000610,西安旅游,休闲服务,9.0,3.0,6.0,"薛虹,张华,张亚杰",7.0,"50,968,304.9800",93.3700,"971,657,665.6000",2852.0,,56.9959,48.5632,地方国有企业,32.3,000610,2010-12-31,N,000610,2010-12-31,1,3
182,000611,*ST天首,纺织服装,9.0,3.0,6.0,"肖如根,丁立权,沈国军",3.0,"39,140,893.7700",20.6400,"931,662,686.9000",538.0,,18.8211,23.2116,民营企业,15.54,000611,2010-12-31,Y,000611,2010-12-31,1,3
183,000612,焦作万方,有色金属,9.0,3.0,6.0,"李刚,宋小红,王淑霞",6.0,"226,328,145.8800",244.3400,"3,956,291,774.1700",4059.0,,48.3829,9.6196,中央国有企业,24.0,000612,2010-12-31,N,000612,2010-12-31,1,3
184,000613,*ST东海A,休闲服务,7.0,4.0,3.0,"朱伍松,李智,黄文才",3.0,"12,244,474.9800",52.3000,"119,382,660.1000",232.0,,26.9020,12.0894,民营企业,16.48,000613,2010-12-31,Y,000613,2010-12-31,1,0
185,000615,奥园美谷,房地产,9.0,3.0,6.0,"何良成,杨徐,刘蕊,任文明,刘椽缘",10.0,"98,033,462.2600",263.5000,"1,219,654,042.5100",3412.0,,40.2406,10.4548,民营企业,16.38,000615,2010-12-31,N,000615,2010-12-31,1,4
186,000616,ST海投,房地产,8.0,4.0,4.0,"曹配全,邵红欣,申冬云",7.0,"81,592,468.7200",935.3600,"9,138,720,612.0600",825.0,,62.2181,-10.1488,民营企业,19.98,000616,2010-12-31,Y,000616,2010-12-31,1,1
187,000617,中油资本,非银金融,5.0,2.0,3.0,"姜纯朴,盖文国,石瑛,龙隆,郭华,储连伟",4.0,"179,956,794.9800",117.3100,"2,528,696,935.2400",1480.0,,66.5082,-10.6862,中央国有企业,60.0,000617,2010-12-31,N,000617,2010-12-31,1,4
188,000619,海螺型材,建筑材料,8.0,3.0,5.0,"张昇,汤文波,王俊",7.0,"148,073,769.6800",139.5800,"3,337,644,523.2900",1378.0,,35.6334,-2.0511,地方国有企业,32.07,000619,2010-12-31,N,000619,2010-12-31,1,5
189,000620,新华联,房地产,9.0,2.0,7.0,"杨云波,王玉京,李光和,张荣,李宝山",6.0,"710,640.0000",72.0000,"5,939,946.2300",18.0,,33.2964,,地方国有企业,28.0,000620,2010-12-31,N,000620,2010-12-31,1,4
190,000622,恒立实业,汽车,7.0,3.0,4.0,"曹金辉,刘素周,刘晓宏",6.0,"16,302,991.4100",66.8000,"265,052,767.8500",192.0,,147.5259,25.7196,民营企业,28.99,000622,2010-12-31,Y,000622,2010-12-31,1,3
191,000623,吉林敖东,医药生物,7.0,3.0,4.0,"刁润田,郭丽,孙玉菊,李利平,姚慧",4.0,"109,233,220.1200",753.4200,"7,898,192,606.6200",4992.0,,8.2605,8.5627,民营企业,23.78,000623,2010-12-31,N,000623,2010-12-31,1,4
192,000625,长安汽车,汽车,15.0,5.0,10.0,"蔡勇,傅利平,王莉君,张竞竞,沈明权,杨建,陈陵涛",13.0,"1,564,221,349.6700",727.6300,"30,456,426,127.8800",12230.0,,65.2501,29.2235,中央国有企业,45.71,000625,2010-12-31,N,000625,2010-12-31,1,7
193,000626,远大控股,商业贸易,11.0,4.0,7.0,"范庆堂,丁行超,周砚武",6.0,"124,225,258.2400",35.5600,"3,856,576,620.9900",386.0,,84.2081,63.1342,其他企业,37.08,000626,2010-12-31,N,000626,2010-12-31,1,6
194,000627,天茂集团,非银金融,7.0,3.0,4.0,"杨春丽,张孝均,吴时炎",5.0,"47,482,008.8200",125.9600,"1,976,311,276.4100",1760.0,,18.9368,30.7439,民营企业,23.78,000627,2010-12-31,N,000627,2010-12-31,1,1
195,000628,高新发展,建筑装饰,9.0,3.0,6.0,"岳玉兰,李继勤,李小波",11.0,"70,020,419.8900",241.6300,"2,752,143,290.2800",1401.0,,94.8662,13.5581,地方国有企业,22.45,000628,2010-12-31,N,000628,2010-12-31,1,4
196,000629,攀钢钒钛,采掘,11.0,5.0,6.0,"张治杰,刘新会,刘伟",6.0,"4,564,717,603.9500",45.0000,"59,728,246,363.6900",74459.0,,72.5846,12.3696,中央国有企业,30.63,000629,2010-12-31,N,000629,2010-12-31,1,12
